type,description,risk_score,created_at,category
Other,port:3306 mysql,22,2025-03-25 22:59:18.341772,Incident
Other,Hardcoded threat description 1,32,2025-03-25 22:59:18.349870,Incident
Other,Hardcoded threat description 2,22,2025-03-25 22:59:18.361009,Incident
Other,Hardcoded threat description 3,22,2025-03-25 22:59:18.371544,Incident
Other,port:3306 mysql,34,2025-03-25 22:59:18.382744,Incident
Other,localhost:3000,30,2025-03-25 22:59:18.394288,Incident
Other,http.title:admin login,29,2025-03-25 22:59:18.405277,Incident
Other,Hardcoded threat description 3,32,2025-03-25 22:59:18.417780,Incident
Other,Hardcoded threat description 1,26,2025-03-25 22:59:18.430528,Incident
Other,Hardcoded threat description 2,21,2025-03-25 22:59:18.440813,Incident
Other,localhost:3000,34,2025-03-25 22:59:18.451522,Incident
Other,port:3306 mysql,34,2025-03-25 22:59:18.470622,Incident
Other,http.title:admin login,26,2025-03-25 22:59:18.483888,Incident
Other,port:27017 mongodb,21,2025-03-25 22:59:18.496883,Incident
Other,Hardcoded threat description 2,33,2025-03-25 22:59:18.507815,Incident
Other,Hardcoded threat description 3,33,2025-03-25 22:59:18.519162,Incident
Other,Hardcoded threat description 1,26,2025-03-25 22:59:18.529658,Incident
Other,localhost:3000,33,2025-03-25 22:59:18.540222,Incident
Other,port:3306 mysql,30,2025-03-25 22:59:18.551597,Incident
Other,http.title:admin login,23,2025-03-25 22:59:18.562361,Incident
Other,port:27017 mongodb,21,2025-03-25 22:59:18.573792,Incident
Other,Hardcoded threat description 2,35,2025-03-25 22:59:18.585855,Incident
Other,Hardcoded threat description 3,35,2025-03-25 22:59:18.597247,Incident
Other,Hardcoded threat description 1,33,2025-03-25 22:59:18.612283,Incident
Other,Hardcoded threat description 3,27,2025-03-25 22:59:18.630257,Incident
Other,Hardcoded threat description 1,25,2025-03-25 22:59:18.643557,Incident
Other,Hardcoded threat description 2,23,2025-03-25 22:59:18.661234,Incident
Error,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",28,2025-03-25 22:59:20.537024,Incident
Error,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",25,2025-03-25 22:59:20.562539,Incident
Error,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",31,2025-03-25 23:02:24.857311,Incident
Other,Hardcoded threat description 3,29,2025-03-25 23:23:37.229100,Incident
Other,Hardcoded threat description 2,28,2025-03-25 23:23:37.245802,Incident
Other,Hardcoded threat description 1,27,2025-03-25 23:23:37.263200,Incident
Other,localhost:3000,33,2025-03-25 23:23:37.277113,Incident
Other,http.title:admin login,30,2025-03-25 23:23:37.290718,Incident
Other,port:27017 mongodb,26,2025-03-25 23:23:37.301894,Incident
Other,port:3306 mysql,22,2025-03-25 23:23:37.314535,Incident
Other,Hardcoded threat description 1,32,2025-03-25 23:23:37.327544,Incident
Other,Hardcoded threat description 2,22,2025-03-25 23:23:37.342815,Incident
Other,Hardcoded threat description 3,22,2025-03-25 23:23:37.354269,Incident
Other,Hardcoded threat description 1,26,2025-03-25 23:23:37.516983,Incident
Other,port:3306 mysql,34,2025-03-25 23:23:37.365365,Incident
Other,localhost:3000,30,2025-03-25 23:23:37.382871,Incident
Other,http.title:admin login,29,2025-03-25 23:23:37.398291,Incident
Other,Hardcoded threat description 3,32,2025-03-25 23:23:37.411758,Incident
Other,Hardcoded threat description 1,26,2025-03-25 23:23:37.423325,Incident
Other,Hardcoded threat description 2,21,2025-03-25 23:23:37.434371,Incident
Other,localhost:3000,34,2025-03-25 23:23:37.445994,Incident
Other,port:3306 mysql,34,2025-03-25 23:23:37.456168,Incident
Other,http.title:admin login,26,2025-03-25 23:23:37.467311,Incident
Other,port:27017 mongodb,21,2025-03-25 23:23:37.479273,Incident
Other,Hardcoded threat description 2,33,2025-03-25 23:23:37.491937,Incident
Other,Hardcoded threat description 3,33,2025-03-25 23:23:37.503756,Incident
Other,localhost:3000,33,2025-03-25 23:23:37.528476,Incident
Other,port:3306 mysql,30,2025-03-25 23:23:37.540887,Incident
Other,http.title:admin login,23,2025-03-25 23:23:37.552454,Incident
Other,port:27017 mongodb,21,2025-03-25 23:23:37.564742,Incident
Other,Hardcoded threat description 2,35,2025-03-25 23:23:37.576702,Incident
Other,Hardcoded threat description 3,35,2025-03-25 23:23:37.588782,Incident
Other,Hardcoded threat description 1,33,2025-03-25 23:23:37.600925,Incident
Other,Hardcoded threat description 3,27,2025-03-25 23:23:37.612499,Incident
Other,Hardcoded threat description 1,25,2025-03-25 23:23:37.625780,Incident
Other,Hardcoded threat description 2,23,2025-03-25 23:23:37.636759,Incident
Other,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",28,2025-03-25 23:23:37.648780,Incident
Other,Hardcoded threat description 3,29,2025-03-25 23:23:37.665903,Incident
Other,Hardcoded threat description 2,28,2025-03-25 23:23:37.677088,Incident
Other,Hardcoded threat description 1,27,2025-03-25 23:23:37.690303,Incident
Other,localhost:3000,33,2025-03-25 23:23:37.701551,Incident
Other,http.title:admin login,30,2025-03-25 23:23:37.712731,Incident
Other,port:27017 mongodb,26,2025-03-25 23:23:37.723831,Incident
Other,port:3306 mysql,22,2025-03-25 23:23:37.734696,Incident
Other,Hardcoded threat description 1,32,2025-03-25 23:23:37.755500,Incident
Other,Hardcoded threat description 2,22,2025-03-25 23:23:37.766146,Incident
Other,Hardcoded threat description 3,22,2025-03-25 23:23:37.776514,Incident
Other,port:3306 mysql,34,2025-03-25 23:23:37.786842,Incident
Other,localhost:3000,30,2025-03-25 23:23:37.796973,Incident
Other,http.title:admin login,29,2025-03-25 23:23:37.806927,Incident
Other,Hardcoded threat description 3,32,2025-03-25 23:23:37.816911,Incident
Other,Hardcoded threat description 1,26,2025-03-25 23:23:37.826933,Incident
Other,Hardcoded threat description 2,21,2025-03-25 23:23:37.837381,Incident
Other,localhost:3000,34,2025-03-25 23:23:37.847954,Incident
Other,port:3306 mysql,34,2025-03-25 23:23:37.859483,Incident
Other,http.title:admin login,26,2025-03-25 23:23:37.870367,Incident
Other,port:27017 mongodb,21,2025-03-25 23:23:37.882096,Incident
Other,Hardcoded threat description 2,33,2025-03-25 23:23:37.892866,Incident
Other,Hardcoded threat description 3,33,2025-03-25 23:23:37.904279,Incident
Other,Hardcoded threat description 1,26,2025-03-25 23:23:37.915576,Incident
Other,localhost:3000,33,2025-03-25 23:23:37.926653,Incident
Other,port:3306 mysql,30,2025-03-25 23:23:37.937346,Incident
Other,http.title:admin login,23,2025-03-25 23:23:37.948202,Incident
Other,port:27017 mongodb,21,2025-03-25 23:23:37.959648,Incident
Other,Hardcoded threat description 2,35,2025-03-25 23:23:37.972455,Incident
Other,Hardcoded threat description 3,35,2025-03-25 23:23:37.983137,Incident
Other,Hardcoded threat description 1,33,2025-03-25 23:23:37.994460,Incident
Other,Hardcoded threat description 3,27,2025-03-25 23:23:38.005170,Incident
Other,Hardcoded threat description 1,25,2025-03-25 23:23:38.016271,Incident
Other,Hardcoded threat description 2,23,2025-03-25 23:23:38.026923,Incident
Other,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",28,2025-03-25 23:23:38.038985,Incident
Error,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",33,2025-03-25 23:23:40.594866,Incident
Error,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",25,2025-03-25 23:23:40.616849,Incident
Other,Hardcoded threat description 3,29,2025-03-25 23:35:00.004244,Incident
Other,Hardcoded threat description 2,28,2025-03-25 23:35:00.056461,Incident
Other,Hardcoded threat description 1,27,2025-03-25 23:35:00.068287,Incident
Other,localhost:3000,33,2025-03-25 23:35:00.080694,Incident
Other,http.title:admin login,30,2025-03-25 23:35:00.094354,Incident
Other,port:27017 mongodb,26,2025-03-25 23:35:00.106088,Incident
Other,port:3306 mysql,22,2025-03-25 23:35:00.117102,Incident
Other,Hardcoded threat description 1,32,2025-03-25 23:35:00.128104,Incident
Other,Hardcoded threat description 2,22,2025-03-25 23:35:00.139669,Incident
Other,Hardcoded threat description 3,22,2025-03-25 23:35:00.155731,Incident
Other,port:3306 mysql,34,2025-03-25 23:35:00.168202,Incident
Other,localhost:3000,30,2025-03-25 23:35:00.180293,Incident
Other,http.title:admin login,29,2025-03-25 23:35:00.196743,Incident
Other,Hardcoded threat description 3,32,2025-03-25 23:35:00.208753,Incident
Other,Hardcoded threat description 1,26,2025-03-25 23:35:00.220122,Incident
Other,Hardcoded threat description 2,21,2025-03-25 23:35:00.231960,Incident
Other,localhost:3000,34,2025-03-25 23:35:00.242831,Incident
Other,port:3306 mysql,34,2025-03-25 23:35:00.254615,Incident
Other,http.title:admin login,26,2025-03-25 23:35:00.269567,Incident
Other,port:27017 mongodb,21,2025-03-25 23:35:00.281778,Incident
Other,Hardcoded threat description 2,33,2025-03-25 23:35:00.293234,Incident
Other,Hardcoded threat description 3,33,2025-03-25 23:35:00.305937,Incident
Other,Hardcoded threat description 1,26,2025-03-25 23:35:00.321447,Incident
Other,localhost:3000,33,2025-03-25 23:35:00.332002,Incident
Other,port:3306 mysql,30,2025-03-25 23:35:00.342610,Incident
Other,http.title:admin login,23,2025-03-25 23:35:00.353480,Incident
Other,port:27017 mongodb,21,2025-03-25 23:35:00.363593,Incident
Other,Hardcoded threat description 2,35,2025-03-25 23:35:00.374597,Incident
Other,Hardcoded threat description 3,35,2025-03-25 23:35:00.385445,Incident
Other,Hardcoded threat description 1,33,2025-03-25 23:35:00.397194,Incident
Other,Hardcoded threat description 3,27,2025-03-25 23:35:00.408080,Incident
Other,Hardcoded threat description 1,25,2025-03-25 23:35:00.419970,Incident
Other,Hardcoded threat description 2,23,2025-03-25 23:35:00.430647,Incident
Other,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",28,2025-03-25 23:35:00.444472,Incident
Other,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",33,2025-03-25 23:35:00.456170,Incident
Other,Hardcoded threat description 3,29,2025-03-25 23:35:00.472463,Incident
Other,Hardcoded threat description 2,28,2025-03-25 23:35:00.486593,Incident
Other,Hardcoded threat description 1,27,2025-03-25 23:35:00.500190,Incident
Other,localhost:3000,33,2025-03-25 23:35:00.514789,Incident
Other,http.title:admin login,30,2025-03-25 23:35:00.528492,Incident
Other,port:27017 mongodb,26,2025-03-25 23:35:00.549916,Incident
Other,port:3306 mysql,22,2025-03-25 23:35:00.561342,Incident
Other,Hardcoded threat description 1,32,2025-03-25 23:35:00.572040,Incident
Other,Hardcoded threat description 2,22,2025-03-25 23:35:00.583056,Incident
Other,Hardcoded threat description 3,22,2025-03-25 23:35:00.594515,Incident
Other,port:3306 mysql,34,2025-03-25 23:35:00.608171,Incident
Other,localhost:3000,30,2025-03-25 23:35:00.619342,Incident
Other,http.title:admin login,29,2025-03-25 23:35:00.630562,Incident
Other,Hardcoded threat description 3,32,2025-03-25 23:35:00.641593,Incident
Other,Hardcoded threat description 1,26,2025-03-25 23:35:00.653518,Incident
Other,Hardcoded threat description 2,21,2025-03-25 23:35:00.666419,Incident
Other,localhost:3000,34,2025-03-25 23:35:00.676856,Incident
Other,port:3306 mysql,34,2025-03-25 23:35:00.687957,Incident
Other,http.title:admin login,26,2025-03-25 23:35:00.699708,Incident
Other,port:27017 mongodb,21,2025-03-25 23:35:00.710284,Incident
Other,Hardcoded threat description 2,33,2025-03-25 23:35:00.721322,Incident
Other,Hardcoded threat description 3,33,2025-03-25 23:35:00.732097,Incident
Other,Hardcoded threat description 1,26,2025-03-25 23:35:00.742844,Incident
Other,localhost:3000,33,2025-03-25 23:35:00.753321,Incident
Other,port:3306 mysql,30,2025-03-25 23:35:00.764326,Incident
Other,http.title:admin login,23,2025-03-25 23:35:00.775871,Incident
Other,port:27017 mongodb,21,2025-03-25 23:35:00.789308,Incident
Other,Hardcoded threat description 2,35,2025-03-25 23:35:00.804945,Incident
Other,Hardcoded threat description 3,35,2025-03-25 23:35:00.816721,Incident
Other,Hardcoded threat description 1,33,2025-03-25 23:35:00.828512,Incident
Other,Hardcoded threat description 3,27,2025-03-25 23:35:00.839050,Incident
Other,Hardcoded threat description 1,25,2025-03-25 23:35:00.849906,Incident
Other,Hardcoded threat description 2,23,2025-03-25 23:35:00.868275,Incident
Other,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",28,2025-03-25 23:35:00.878416,Incident
Other,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",33,2025-03-25 23:35:00.902181,Incident
Error,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",34,2025-03-25 23:35:02.069747,Incident
Error,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",21,2025-03-25 23:35:02.090745,Incident
Error,"Error fetching SpiderFoot data: Command 'docker exec spiderfoot sh -c ""python3 /sf.py -m sfp_spider,sfp_http -s \""localhost:5002\"" -o json > /tmp/results.json""' returned non-zero exit status 2.",24,2025-03-25 23:35:28.954844,Incident
Error,SpiderFoot execution failed: No output available,25,2025-03-25 23:42:45.526871,Incident
Error,SpiderFoot execution failed: No output available,23,2025-03-25 23:48:06.819329,Incident
Other,Hardcoded threat description 3,29,2025-03-26 00:00:53.296625,Incident
Other,Hardcoded threat description 2,28,2025-03-26 00:00:53.404140,Incident
Other,Hardcoded threat description 1,27,2025-03-26 00:00:53.416611,Incident
Other,localhost:3000,33,2025-03-26 00:00:53.432833,Incident
Other,http.title:admin login,30,2025-03-26 00:00:53.443977,Incident
Other,port:27017 mongodb,26,2025-03-26 00:00:53.458637,Incident
Other,port:3306 mysql,22,2025-03-26 00:00:53.472019,Incident
Other,Hardcoded threat description 1,32,2025-03-26 00:00:53.488282,Incident
Other,Hardcoded threat description 2,22,2025-03-26 00:00:53.511774,Incident
Other,Hardcoded threat description 3,22,2025-03-26 00:00:53.531247,Incident
Other,port:3306 mysql,34,2025-03-26 00:00:53.551462,Incident
Other,localhost:3000,30,2025-03-26 00:00:53.571251,Incident
Other,http.title:admin login,29,2025-03-26 00:00:53.587145,Incident
Other,Hardcoded threat description 3,32,2025-03-26 00:00:53.602048,Incident
Other,Hardcoded threat description 1,26,2025-03-26 00:00:53.612541,Incident
Other,Hardcoded threat description 2,21,2025-03-26 00:00:53.625979,Incident
Other,localhost:3000,34,2025-03-26 00:00:53.658085,Incident
Other,port:3306 mysql,34,2025-03-26 00:00:53.694413,Incident
Other,http.title:admin login,26,2025-03-26 00:00:53.713875,Incident
Other,port:27017 mongodb,21,2025-03-26 00:00:53.749015,Incident
Other,Hardcoded threat description 2,33,2025-03-26 00:00:53.761922,Incident
Other,Hardcoded threat description 3,33,2025-03-26 00:00:53.774728,Incident
Other,Hardcoded threat description 1,26,2025-03-26 00:00:53.786321,Incident
Other,localhost:3000,33,2025-03-26 00:00:53.797574,Incident
Other,port:3306 mysql,30,2025-03-26 00:00:53.809147,Incident
Other,http.title:admin login,23,2025-03-26 00:00:53.822738,Incident
Other,port:27017 mongodb,21,2025-03-26 00:00:53.838010,Incident
Other,Hardcoded threat description 2,35,2025-03-26 00:00:53.848753,Incident
Other,Hardcoded threat description 3,35,2025-03-26 00:00:53.859889,Incident
Other,Hardcoded threat description 1,33,2025-03-26 00:00:53.873159,Incident
Other,Hardcoded threat description 3,27,2025-03-26 00:00:53.887265,Incident
